Date,Open,High,Low,Close,Volume,Stock,Daily_Return,Cumulative_Return,MA_20,MA_50,Normalized_Close
2000-03-29,151.8887792174087,152.06094233168676,149.69946844175598,150.56036955024948,1389157.0,AAPL,-0.014564612500680862,0.020337279614708437,166.23185165029093,,0.0546286806970208
2000-03-30,149.28399449817354,150.23898314606018,147.51102908196856,147.547787308518,4709208.0,AAPL,-0.020009131557863435,0.00032814805684500126,164.90093144235027,162.55104270888287,0.04700602039829161
2000-04-03,148.90516884246142,150.22927371498804,148.58325570133132,149.1625548849337,2598466.0,AAPL,0.010944031122874787,0.011272179179719788,163.9128584807931,162.55682137076454,0.05109182576682646
2000-04-05,148.60773185638172,151.0077195435356,148.4414977243936,149.6363526753532,4540018.0,AAPL,0.0031763855934554552,0.014448564773175243,162.84613820580722,162.54880062617852,0.052290664277067606
2000-04-06,149.53655022239076,153.5312215129477,147.85797426921667,152.56586096856748,2349635.0,AAPL,0.019577517366853092,0.034026082140028335,161.7686325025733,162.6234583455123,0.059703124674712324
2000-04-07,151.08342533656054,151.3979775070973,149.59674440233312,149.73539029704492,5976657.0,AAPL,-0.018552451076232046,0.01547363106379629,160.6042135605706,162.631224856145,0.05254125665476019
2000-04-10,151.13866318548042,151.5371070488371,150.22014152832702,150.65737262587405,14718624.0,AAPL,0.006157410930041962,0.02163104199383825,159.60272986875412,162.71047690042226,0.05487412511449604
2000-04-11,147.58979118490845,149.2922728143381,146.092092668867,147.94339246721682,1427882.0,AAPL,-0.01801425387522737,0.003616788118610881,158.3829040359273,162.72866510006858,0.04800701007930786
2000-04-12,147.18992046187688,149.1246016912907,138.8860335782749,139.96033896450135,1918809.0,AAPL,-0.053960189566995775,-0.050343401448384895,156.6611875398474,162.62013246379357,0.027807692644971006
2000-04-13,139.04348402658877,140.4757326818087,135.82044178773793,136.3809869638159,1858137.0,AAPL,-0.02557404495564486,-0.07591744640402975,154.63828311713863,162.40741301994888,0.018750949226368004
2000-04-17,136.22190815100203,137.66342797796585,134.76658621671697,135.2904860450609,4070139.0,AAPL,-0.007995989345966015,-0.08391343574999577,152.7388920955326,162.10971795464516,0.015991682460477552
2000-04-18,135.64369547020297,141.09277071941773,134.76992347415418,139.8069680853532,3883892.0,AAPL,0.033383589432800065,-0.050529846317195704,151.35971294157164,161.83148144428785,0.027419622206504932
2000-04-20,138.8380374152641,139.72049646349635,134.91957855552505,136.34314919770617,4251462.0,AAPL,-0.02477572423666563,-0.07530557055386133,149.71437842691435,161.42017398501528,0.01865520928821067
2000-04-21,136.61085427016278,140.35580960467067,136.00920186798135,139.25131461922803,1202911.0,AAPL,0.021329750989577345,-0.05397581956428399,148.2691819168154,161.12454670750378,0.026013666359918922
2000-04-24,139.39447066525446,139.68521176220565,138.86638343753415,139.2270709070116,3441333.0,AAPL,-0.00017410041896348538,-0.054149919983247474,147.06402569573527,160.76305069761702,0.02595232311091282
2000-04-25,140.61815188735267,142.90669267520605,140.10558422990837,140.73583110437238,3588008.0,AAPL,0.010836687057565575,-0.0433132329256819,146.01709242532365,160.3454928281568,0.029769900701795356
2000-04-26,140.55506224003454,142.98011148409967,140.40044809848763,141.36110219681237,4383429.0,AAPL,0.004442870643057928,-0.03887036228262397,145.3225992953962,159.87033589457218,0.0313520082593125
2000-04-27,140.22006745425233,140.53380873160663,139.35277635649527,139.77292965048156,1623929.0,AAPL,-0.011234862502130571,-0.05010522478475454,144.66749990085367,159.38530339659744,0.027333495619641116
2000-04-28,138.74743823403958,139.99196814471622,134.63808246998263,134.64816543686385,4184332.0,AAPL,-0.03666492665234089,-0.08677015143709543,143.66865285204346,158.65442191848143,0.014366434946456097
2000-05-01,136.8441170405689,138.26591184284396,136.4019620703324,137.1242829785145,837138.0,AAPL,0.018389537901366326,-0.0683806135357291,142.88558534637394,158.08231902122174,0.020631692245748637
2000-05-02,137.03843832403706,137.80998341098854,134.15259151249245,135.4301273346254,4469199.0,AAPL,-0.012354891541380253,-0.08073550507710936,142.12907323559276,157.43013306450553,0.01634501326727901
2000-05-03,135.5635471066541,136.62094747747372,135.49168294219578,136.5072089042891,1044703.0,AAPL,0.007953042582632852,-0.07278246249447651,141.57704431538133,156.82383490729634,0.01907032539513959
2000-05-04,137.31769984700634,139.12221302629337,136.61666029689783,136.98609198635853,3722063.0,AAPL,0.003508115695231906,-0.0692743467992446,140.96822117045255,156.27076897182394,0.02028203108962904
2000-05-05,138.65668879262418,140.36864721007572,138.6355206482093,139.47236324994512,4882987.0,AAPL,0.01814980796615595,-0.05112453883308865,140.46002169918216,155.73622603321334,0.026572980093537427
2000-05-08,139.55218517869793,139.8640871618068,137.45880085716507,137.97203328398027,3255692.0,AAPL,-0.010757184656548402,-0.06188172348963705,139.73033031495282,155.04357364484886,0.022776733302949936
2000-05-09,138.636780540479,142.01424873936324,138.2997876295846,140.78132764431598,2839788.0,AAPL,0.02036133188349476,-0.04152039160614229,139.28262718231636,154.4514261595495,0.02988501944078065
2000-05-10,140.1114774049178,140.1934291899809,138.56546856183246,139.65629122968798,4506988.0,AAPL,-0.007991375230317455,-0.04951176683645975,138.73257311250705,153.79300388168386,0.027038368387204578
2000-05-11,141.02165821692543,141.61078216459293,139.3755669818096,139.54412528310766,4334464.0,AAPL,-0.0008031571337938637,-0.05031492397025361,138.3126097533016,153.05572593544187,0.02675455774262753
2000-05-15,139.58123578444665,140.67629465092804,137.6740846630659,138.5033685764918,1908339.0,AAPL,-0.00745826242777603,-0.05777318639802964,138.2397612339011,152.35600581925962,0.024121157492748468
2000-05-16,139.04031522705137,139.55790127951764,137.97229988405996,138.27055937137487,2336194.0,AAPL,-0.001680892006524326,-0.05945407840455397,138.33423985427908,151.69221560133496,0.023532086276553718
2000-05-17,138.48341437647224,139.08328854507306,132.13540209523055,133.23373129592463,4468548.0,AAPL,-0.03642733564071332,-0.09588141404526729,138.23140211682224,150.96291197086302,0.010787528179380512
2000-05-19,132.56634898197262,133.0409479505764,131.06697972567187,131.53658438215373,3466886.0,AAPL,-0.012738117421641326,-0.10861953146690861,137.81788293166227,150.11031982915944,0.006493280466734909
2000-05-22,132.7030933646615,136.3217084654458,132.17888919375994,135.96167696845083,3140571.0,AAPL,0.03364153484053434,-0.07497799662637428,137.79880932019952,149.45107308620692,0.017689979799457824
2000-05-23,134.78705956246282,135.32422006392378,132.47764495859315,134.0485730157149,4534473.0,AAPL,-0.014070905827234359,-0.08904890245360864,137.53867224002386,148.7126293830198,0.012849301478430322
2000-05-24,135.01193788557077,143.1337420632487,134.5158493892782,142.25323439937014,2479546.0,AAPL,0.06120662979898617,-0.02784227265462247,137.68998041464178,148.0753745703423,0.03360934770301394
2000-05-25,141.60092289090176,141.90618894326687,139.2650113783605,139.69568467853762,1353341.0,AAPL,-0.017978851107541827,-0.045821123762164295,137.63797309335004,147.40881288117106,0.027138044629869927
2000-05-26,139.79023630038702,141.73093999751077,139.7135020616705,140.20864243416628,3516983.0,AAPL,0.0036719656502566256,-0.04214915811190767,137.58035010521775,146.79924480061032,0.02843596860505359
2000-05-29,139.78365908624005,142.63490394825087,139.78164943121308,142.3849290296128,3358878.0,AAPL,0.015521772108080922,-0.026627386003826747,137.7109500741743,146.2001451987275,0.033942571279652174
2000-05-30,144.3127858931588,144.6454407112371,140.80122980459743,142.06886918065788,2410278.0,AAPL,-0.002219756340147372,-0.02884714234397412,138.081985261364,145.55362920461866,0.033142853074692454
2000-05-31,140.24672478989737,140.78637938515135,139.67211632164205,140.02362812354133,1265743.0,AAPL,-0.014396123998958399,-0.04324326634293252,138.22695251861532,144.81732025872967,0.027967831595958365
2000-06-01,140.98290015388585,143.32658584361886,140.7402713660857,143.32208629485032,1524461.0,AAPL,0.023556439834560017,-0.0196868265083725,138.62155046662662,144.21819585508305,0.036313836495398065
2000-06-02,141.60185512810412,142.68559042615814,135.35485267638632,136.33907715794714,2665039.0,AAPL,-0.048722491539352375,-0.06840931804772488,138.6131438793095,143.59716637495055,0.018644905909475984
2000-06-05,136.6071855286433,137.16411433632825,135.0218680846827,135.6819000414085,4105286.0,AAPL,-0.0048201669707452766,-0.07322948501847015,138.547934282062,142.92580758596168,0.0169820673498909
2000-06-06,134.94018409387044,135.1051914552368,132.5498574767903,133.63254099377397,1512674.0,AAPL,-0.015104144672274611,-0.08833362969074476,138.25594316925344,142.23535350941305,0.011796626224384306
2000-06-07,133.82560225336408,136.2287788459561,129.71950182624332,131.51912058629526,2863304.0,AAPL,-0.01581516292186036,-0.10414879261260512,137.93329753436916,141.59913201456664,0.006449092267816562
2000-06-08,133.6686386633001,134.22114961918078,132.38884067718064,134.03701684615822,4515190.0,AAPL,0.01914471636244608,-0.08500407625015904,137.5960819944613,141.04638242123772,0.01282006119623491
2000-06-15,134.52387988181331,134.86903103161976,133.19359454889675,134.04333588105666,1074142.0,AAPL,4.714395356697487e-05,-0.08495693229659207,137.31543422702973,140.6222298429516,0.012836050089676348
2000-06-19,133.55412274716727,134.05748684041777,128.10574674606968,128.97034888718767,4029752.0,AAPL,-0.03784587246001181,-0.12280280475660388,136.78674540723372,140.14413846986872,0.0
2000-06-20,127.8105208060752,132.86838532404522,127.24242791649844,132.86782902829037,4776836.0,AAPL,0.03021997051827685,-0.09258283423832703,136.50496842982366,139.70899292217317,0.009861694968896089
2000-06-21,133.72704984032748,135.62347221638714,132.34716855289318,132.35475144081423,2178588.0,AAPL,-0.0038615637150728466,-0.09644439795339987,136.20917803329561,139.3003752891514,0.008563467786233575
2000-06-22,132.01754506397813,132.37210209267514,128.89093841473965,131.52237882016618,3525820.0,AAPL,-0.006288951560762479,-0.10273334951416235,136.1236104095077,138.91961547454972,0.006457336494190806
2000-06-23,131.36275256339806,133.8661493904515,130.78044543546687,133.4857583365536,4144142.0,AAPL,0.014928102228686013,-0.08780524728547634,136.22106910722772,138.63837489511042,0.01142522579646018
2000-06-29,133.13868512276915,134.30752868017186,129.05413181580383,129.46651621060417,5841352.0,AAPL,-0.0301098946886591,-0.11791514197413544,135.89631106933535,138.24445412162385,0.0012554395711899028
2000-06-30,130.32538781747235,130.84689436963131,130.0830855428085,130.62407866991165,3071140.0,AAPL,0.008941018057707417,-0.10897412391642802,135.7250863520452,137.864208641515,0.004184390449155336
2000-07-04,132.61264962782485,135.83963851280512,131.22037344696895,135.37668241019665,2608468.0,AAPL,0.03638382592764433,-0.07259029798878369,135.38125875258652,137.52042507034759,0.01620978293299358
2000-07-05,136.27947228182958,140.13980513800342,135.20381481300367,137.1766966816967,2126485.0,AAPL,0.013296339070017593,-0.0592939589187661,135.2553093527445,137.2692511980406,0.02076431330711654
2000-07-07,135.5404460762718,137.7923238326134,135.19721227787173,136.5887872507067,5263318.0,AAPL,-0.004285782098647495,-0.0635797410174136,135.0743165935715,136.98787949053727,0.019276741012233624
2000-07-10,137.3984615059829,138.03822094776515,136.7494898452109,136.9995483010028,5901433.0,AAPL,0.003007282358705954,-0.06057245865870764,134.805047557141,136.769002607213,0.02031607926065824
2000-07-11,138.00253358347263,140.95518916503065,137.85459428156503,140.61581215873252,2583869.0,AAPL,0.026396173582882376,-0.03417628507582526,134.73239470604474,136.7821120710976,0.02946621981323696
2000-07-13,140.6102661320483,141.927504880221,140.00168148669812,141.53728409590252,3405409.0,AAPL,0.006553117483898641,-0.027623167591926623,134.80807750466278,136.88523801373935,0.031797796841926386
2000-07-14,141.3211327385851,144.58149181538167,140.71589122865996,142.65216102869272,2536292.0,AAPL,0.007876913421871024,-0.0197462541700556,134.77458124135492,137.032471513412,0.03461874161675331
2000-07-17,145.6092159578918,146.88644387192588,143.3649907779557,146.42612715204555,3829175.0,AAPL,0.026455723461446645,0.006709469291391046,135.27893374105983,137.16485469474583,0.04416791220493827
2000-07-18,147.1952135285981,148.57806188397052,145.94843528076024,148.1812048390552,5728539.0,AAPL,0.011986096478446173,0.01869556576983722,135.9038989809422,137.40161580757282,0.04860874068113107
2000-07-19,146.99568570956808,148.93707428875516,146.65464719906052,147.15661713674865,5972829.0,AAPL,-0.006914424156689747,0.011781141613147472,136.5801027880909,137.55972185792322,0.04601625245201323
2000-07-21,148.004126781041,148.98524796905352,145.62236003393633,146.75399815360464,5444191.0,AAPL,-0.0027359896617483725,0.0090451519513991,137.34184666645638,137.71026040285508,0.04499751586921952
2000-07-26,145.4383165161985,148.80246082481602,144.07941500145898,148.17475606733433,1202540.0,AAPL,0.009681221170155796,0.018726373121554896,138.0487336275152,137.85903890211432,0.048592423517904354
2000-07-28,149.3528932036813,150.44190252822776,144.5392959690388,145.23808358756625,1168115.0,AAPL,-0.01981897968121893,-0.0010926065596640333,138.60847101284065,137.9365785299294,0.04116183576105931
2000-07-31,145.1984344930783,150.4489815671986,144.9775176849344,150.35083308423458,899673.0,AAPL,0.035202540341877864,0.03410993378221383,139.677495222693,138.14813659860448,0.05409849590123253
2000-08-01,151.13799884218616,153.4144914222946,149.85542130062913,152.86366484011847,1050010.0,AAPL,0.01671312159924021,0.05082305538145404,140.6772870132844,138.51244658666957,0.060456650243918
2000-08-07,153.66157966400547,154.1136334220897,151.46696251974444,151.74915028055898,3784431.0,AAPL,-0.00729090566240953,0.04353214971904451,141.64700695527165,138.80494393271044,0.057636622372869074
2000-08-08,152.80705226182525,152.9657257673045,151.5193833603309,152.77175045699167,2146600.0,AAPL,0.006738753887860716,0.050270903606905226,142.70947553711292,139.15177639515775,0.06022408161576988
2000-08-09,151.18152569200328,154.45328274021875,150.70698834553775,152.54162033393771,1789185.0,AAPL,-0.0015063656884571897,0.04876453791844804,143.6622686369821,139.47246462375074,0.059641789212845533
2000-08-10,153.54301159878324,155.94151020547648,146.27257490007287,148.94667879255888,1357556.0,AAPL,-0.02356695525790886,0.025197582660539175,144.63627676607987,139.71167635987476,0.050545599975544954
2000-08-11,149.81394396790267,151.91007285996685,149.72091434830924,151.05548242532106,2031617.0,AAPL,0.0141581111432445,0.039355693803783676,145.65784695385034,139.94333874338227,0.05588145222435632
2000-08-16,149.5286084526748,149.78937829893087,146.7136875242951,147.95225071332976,3454705.0,AAPL,-0.02054365496813715,0.018812038835646527,146.286625369007,140.14294309196927,0.04802942387436583
2000-08-17,146.69038748985943,146.7047271998326,145.16184219294345,145.37625405465013,4365389.0,AAPL,-0.01741100014538366,0.001401038690262868,146.69660323765464,140.23484162017593,0.04151144498311057
2000-08-21,144.97527119690494,146.9173095246787,144.5845127838404,146.4124433715009,5048956.0,AAPL,0.007127638028568528,0.008528676718831396,147.1877860436944,140.36996466301218,0.04413328848272105
2000-08-22,145.34985430759548,146.44318282688613,145.27055765006702,145.7545747731961,5754738.0,AAPL,-0.004493256059087347,0.004035420659744049,147.62553736730405,140.49417365281394,0.04246870028439312
2000-08-23,147.0293751681002,147.4774090275339,145.84141517572203,146.8461122753763,2441749.0,AAPL,0.007488873017390318,0.011524293677134367,147.9370523731362,140.66102852679168,0.045230589890985495
2000-08-24,146.3784520071442,146.54600934654542,141.56745687728835,141.7568627780679,1040221.0,AAPL,-0.034657025769702865,-0.023132732092568498,147.94803130724446,140.73075459492551,0.032353391202074804
2000-08-25,143.83388463311186,144.04439596971162,141.613330572125,141.74650871239268,4804110.0,AAPL,-7.304101877192437e-05,-0.023205773111340422,147.9027486914295,140.9010101432549,0.03232719257278609
2000-08-28,141.1379314210661,141.29824784985308,138.9588159539141,140.6874975297284,1908660.0,AAPL,-0.007471162374891649,-0.03067693548623207,147.61581721031362,141.0840284062064,0.029647603485994687
2000-08-30,140.19587650266678,141.65614451725034,137.7828292829791,139.5942813667416,3475721.0,AAPL,-0.007770528171885394,-0.038447463658117464,147.18647103669792,141.1566804941722,0.02688146640661687
2000-08-31,141.10957234651875,143.98524401815772,140.34527426558026,143.30154623290366,2390653.0,AAPL,0.026557426492438863,-0.011890037165678602,146.99371749150572,141.34173995851594,0.03626186449856246
2000-09-01,143.50207463667192,144.89678976590875,142.78711778657586,143.59805965726855,3400176.0,AAPL,0.0020691571874804637,-0.009820879978198138,146.8359205666889,141.36863646367394,0.03701212488204246
2000-09-04,144.755357664008,146.796875918381,143.14911989653334,145.6617140893491,5433312.0,AAPL,0.014371046774628748,0.00455016679643061,146.71026846778963,141.48795705189016,0.04223373725557745
2000-09-05,146.06434556009876,146.44551326758935,144.51159636809757,145.55068301102693,949766.0,AAPL,-0.0007622529984375737,0.0037879137979930366,146.72589843896267,141.59479786342737,0.04195279813931785
2000-09-06,143.13246261379766,143.55092647291144,140.3713873785891,141.49401882362844,5386272.0,AAPL,-0.02787114497491683,-0.02408323117692379,146.28305772593237,141.57697965930768,0.03168832382283038
2000-09-07,142.62162792126193,146.05822052251173,142.48133451058163,145.72891137726225,4087024.0,AAPL,0.029929834411676293,0.005846603234752501,145.92632005278955,141.65018050323977,0.0424037648457499
2000-09-08,146.49065054522663,147.11992333600054,144.15064650632516,144.58808758399076,5365487.0,AAPL,-0.007828397141581123,-0.0019817939068286217,145.56826691796113,141.74146969244876,0.039517167389138
2000-09-11,143.20198067546357,144.00093544758124,140.17178893872858,142.1522231682946,1160400.0,AAPL,-0.016846923259021374,-0.018828717165849995,145.0372905535263,141.71807242991764,0.03335376155164542
2000-09-12,141.36826799486332,141.80663516214054,141.2380013759943,141.5189121881945,5540984.0,AAPL,-0.004455160573537564,-0.02328387773938756,144.48615514623913,141.8216691305226,0.03175131087066957
2000-09-13,140.2412048017773,140.9475932020795,139.41945928837077,139.8196001301566,33018924.0,AAPL,-0.01200766760966987,-0.03529154534905743,144.02980121311901,141.90442313229755,0.02745158474849993
2000-09-14,140.7727081439511,145.12877232900442,140.25415653674,144.439769184963,3208637.0,AAPL,0.033043786783151674,-0.0022477585659057553,143.6990155511011,142.12056769612133,0.03914188111274076
2000-09-15,145.37719261872587,147.21863242039075,145.23205499953755,146.04873939476545,5635665.0,AAPL,0.01113938507989487,0.008891626513989115,143.6038399851729,142.41116007229073,0.0432130175518409
2000-09-18,145.74837824326,146.9163099062139,145.36826430852105,145.47310653261982,5654618.0,AAPL,-0.003941375081572662,0.004950251432416453,143.6086826090714,142.63988186601998,0.041756508347166245
2000-09-20,145.08489546911946,145.46793963284392,143.91951379403883,144.88269653689164,4081808.0,AAPL,-0.004058550819465712,0.000891700612950741,143.5321952673409,142.85666907913668,0.04026260893686386
2000-09-21,145.4445884945775,145.46628055010376,144.4477688779665,145.3941468653243,928283.0,AAPL,0.003530099457407898,0.004421800070358639,143.51417387194732,143.1851450386994,0.04155671870731611
2000-09-26,145.5764385661962,146.04883582240626,145.18786420419866,145.6019422447584,4103377.0,AAPL,0.001429186689520412,0.005850986759879051,143.45196537041642,143.43982730302875,0.042082498075968706
2000-09-27,145.3573544946137,147.2854467527228,144.74961435444766,146.9751004778782,2357180.0,AAPL,0.009430906016428597,0.015281892776307648,143.71287725540694,143.73223428377005,0.0455569654622796
2000-09-28,146.64690731724133,149.61826200149994,145.7612450555851,149.3067659328115,5474924.0,AAPL,0.015864356937685953,0.0311462497139936,144.0908901164279,144.08792202602294,0.05145671931697374
2000-09-29,149.38338973084535,150.59333898940406,145.43514688452683,146.53743625945597,2575640.0,AAPL,-0.01854791814727086,0.012598331566722742,144.3833870529143,144.34895558448102,0.04444955481113538
2000-10-02,146.80102496804565,148.778095941956,142.02044521138538,143.10457829886315,5817628.0,AAPL,-0.02342649119720286,-0.010828159630480116,144.55890189952035,144.62171682624617,0.035763481539871717
2000-10-03,143.1369316862868,145.73181322853793,143.11844561563038,144.02933142683133,4447090.0,AAPL,0.006462079263718001,-0.004366080366762115,144.5952911592167,144.88982188138456,0.03810336088226513
2000-10-05,142.01287975652696,145.5053150191555,141.43781898897652,144.64921916492548,4270125.0,AAPL,0.004303899295742042,-6.21810710200732e-05,144.64784913459957,145.07527261647914,0.03967184707506812
