Trade_Date,Stock,Quantity,Price,Trade_Type
2015-01-20,AAPL,25,469.4900503871553,SELL
2003-07-17,MSFT,,860.2698092253605,SELL
2006-02-17,AAPL,,991.9630669125175,
2018-05-22,MSFT,-10,243.57707337832,BUY
2008-10-28,GOOGL,,1370.5049912098395,SELL
2017-08-28,AAPL,50,296.1332229764703,
2020-08-27,MSFT,-10,1471.5373890775506,
2010-05-05,AAPL,-10,123.02245972476891,SELL
2007-06-19,AAPL,-10,160.29830748547027,BUY
2005-08-12,AAPL,10,860.2698092253605,
2014-06-12,MSFT,100,134.508137471393,
2001-08-09,GOOGL,,847.886192667285,
2011-05-24,GOOGL,,722.6341108296252,BUY
2013-04-17,MSFT,10,1342.6989918266363,
2009-07-10,AAPL,10,173.2066279332344,BUY
2008-01-17,GOOGL,50,607.8358483226,SELL
2006-07-03,MSFT,25,1096.719753225942,SELL
2002-11-12,GOOGL,50,300.12349934559495,BUY
2022-06-28,GOOGL,10,,SELL
2022-11-28,AAPL,,1038.1476580225105,SELL
2009-07-09,AAPL,,173.2066279332344,
2001-09-07,AAPL,-10,668.0647738535729,BUY
2007-08-21,AAPL,,735.8066231758892,
2013-02-05,GOOGL,100,1276.064015004278,
2010-09-03,GOOGL,100,1148.487264612295,BUY
2005-02-17,GOOGL,25,804.5966122789695,SELL
2003-08-22,GOOGL,25,1050.7694626054117,
2012-01-19,GOOGL,,333.99689090145625,BUY
2020-01-15,AAPL,25,1133.6586330898024,BUY
2024-01-30,MSFT,25,1291.844776074836,
2020-07-23,GOOGL,,143.06390607550202,SELL
2024-05-07,MSFT,10,1287.615078660282,SELL
2004-03-17,MSFT,10,333.99689090145625,
2013-12-04,MSFT,100,770.3708765006643,BUY
2000-11-20,GOOGL,100,683.2019299875964,
2003-07-21,AAPL,50,296.1332229764703,BUY
2007-12-12,AAPL,50,316.07493851827894,BUY
2018-01-10,AAPL,-10,599.1634444466727,
2008-04-25,MSFT,10,1370.5049912098395,
2018-03-14,AAPL,100,333.99689090145625,BUY
2003-08-04,GOOGL,25,735.8066231758892,SELL
2024-03-07,AAPL,10,435.9958273632371,SELL
2012-01-18,GOOGL,100,448.48422167034516,SELL
2014-02-27,MSFT,100,143.06390607550202,
2020-10-30,MSFT,,1096.719753225942,
2010-09-23,MSFT,50,931.8194496740127,SELL
2010-07-07,GOOGL,10,228.36887709204802,BUY
2018-09-03,MSFT,10,668.0647738535729,
2004-01-20,GOOGL,25,1441.118817521367,SELL
2015-06-17,AAPL,100,316.07493851827894,BUY
2018-12-10,AAPL,50,404.98695590343385,
2012-04-02,AAPL,50,126.19736282569397,BUY
2014-04-14,GOOGL,25,173.2066279332344,SELL
2001-06-20,MSFT,25,1370.5049912098395,SELL
2005-09-29,MSFT,100,931.8194496740127,BUY
2022-05-09,MSFT,10,668.0647738535729,BUY
2007-02-23,GOOGL,10,404.98695590343385,BUY
2012-03-01,AAPL,,158.6575391318102,BUY
2015-12-14,MSFT,10,435.9958273632371,BUY
2001-01-26,MSFT,25,158.6575391318102,SELL
2017-06-14,MSFT,10,1038.1476580225105,
2008-06-25,AAPL,50,481.28184038163363,BUY
2006-02-13,AAPL,-10,991.9630669125175,BUY
2004-07-28,GOOGL,-10,126.19736282569397,SELL
2022-11-18,AAPL,100,158.6575391318102,
2009-11-09,GOOGL,,847.886192667285,SELL
2011-08-01,AAPL,10,931.1743046274764,SELL
2004-11-18,MSFT,,950.2313129859263,
2018-07-25,MSFT,,1050.7694626054117,SELL
2004-04-26,MSFT,25,783.4707780217186,BUY
2008-12-22,GOOGL,10,905.4261586463604,
2004-04-07,GOOGL,50,770.3708765006643,
2004-12-10,MSFT,100,1427.0833933513243,SELL
2021-03-24,MSFT,10,599.1634444466727,BUY
2009-01-12,AAPL,25,1405.5392431869848,
2011-06-17,MSFT,10,448.48422167034516,
2016-02-01,MSFT,25,404.98695590343385,SELL
2020-04-21,AAPL,25,300.12349934559495,BUY
2002-07-10,GOOGL,50,905.4261586463604,
2018-08-21,AAPL,25,228.36887709204802,SELL
2024-03-07,GOOGL,,970.3834283425882,BUY
2015-03-18,MSFT,50,173.2066279332344,
2015-09-25,MSFT,-10,675.6923181782481,SELL
2003-03-17,GOOGL,,847.886192667285,
2018-04-02,GOOGL,50,881.6425318973613,BUY
2006-09-22,AAPL,100,,
2001-02-23,MSFT,-10,1342.6989918266363,BUY
2022-05-02,AAPL,50,931.8194496740127,
2001-04-05,GOOGL,,905.4261586463604,SELL
2012-01-04,AAPL,25,905.4261586463604,BUY
2008-09-17,GOOGL,25,683.2019299875964,BUY
2014-02-25,AAPL,25,333.96179497891234,BUY
2015-09-28,MSFT,50,1370.5049912098395,
2018-03-29,AAPL,50,668.0647738535729,SELL
2015-08-13,MSFT,,689.9943531209287,
2021-04-30,GOOGL,100,593.6157877532188,SELL
2017-06-28,GOOGL,100,1133.6586330898024,BUY
2011-09-07,AAPL,-10,296.1332229764703,SELL
2002-06-12,AAPL,-10,143.06390607550202,SELL
2010-09-30,AAPL,50,126.19736282569397,BUY
2023-12-01,AAPL,10,607.8358483226,BUY
2005-05-05,MSFT,-10,1148.487264612295,
2008-10-14,AAPL,-10,96.5891278330169,
2006-02-13,AAPL,50,300.12349934559495,
2018-01-02,GOOGL,50,599.1634444466727,SELL
2013-09-02,MSFT,100,1299.0543122967472,BUY
2006-08-30,AAPL,100,783.4707780217186,SELL
2013-02-05,MSFT,,422.99872929682306,
2012-06-26,GOOGL,-10,333.96179497891234,BUY
2011-11-16,AAPL,10,404.98695590343385,SELL
2020-04-21,AAPL,25,1050.7694626054117,SELL
2011-11-16,GOOGL,100,1291.844776074836,BUY
2020-04-29,MSFT,10,931.8194496740127,SELL
2015-02-18,GOOGL,10,453.1778172311366,
2006-12-06,MSFT,,1427.0833933513243,BUY
2005-05-12,AAPL,-10,991.9630669125175,
2004-11-01,GOOGL,25,1096.719753225942,BUY
2006-02-21,GOOGL,,300.12349934559495,SELL
2006-11-10,AAPL,10,1273.618802745644,
2000-06-08,MSFT,-10,134.508137471393,
2013-10-28,GOOGL,,1276.1570605957027,SELL
2017-08-29,MSFT,25,1299.0543122967472,SELL
2019-09-05,MSFT,50,974.2747358037313,BUY
2024-12-30,MSFT,-10,134.508137471393,BUY
2009-06-26,GOOGL,100,243.57707337832,BUY
2011-11-24,MSFT,25,931.8194496740127,SELL
2023-09-07,AAPL,,404.98695590343385,SELL
2006-05-30,GOOGL,100,599.1634444466727,BUY
2022-07-08,MSFT,50,1148.487264612295,
2021-02-24,AAPL,,970.3834283425882,BUY
2014-05-29,GOOGL,100,1169.6754410803278,SELL
2008-02-08,GOOGL,100,,SELL
2019-11-12,GOOGL,-10,404.98695590343385,
2002-09-16,MSFT,100,689.9943531209287,BUY
2016-11-29,GOOGL,50,300.12349934559495,SELL
2015-01-09,AAPL,50,1050.7694626054117,SELL
2017-09-22,AAPL,50,722.6341108296252,
2002-05-06,MSFT,25,974.2747358037313,SELL
2012-02-15,GOOGL,10,1273.618802745644,BUY
2017-09-08,AAPL,-10,173.2066279332344,BUY
2015-06-30,GOOGL,10,930.8226970812324,
2017-06-28,AAPL,10,1273.618802745644,BUY
2012-05-03,GOOGL,10,316.07493851827894,BUY
2014-02-06,GOOGL,50,539.5856611230623,BUY
2018-01-26,MSFT,10,689.9943531209287,SELL
2002-12-04,MSFT,50,599.1634444466727,BUY
2005-02-11,GOOGL,-10,722.6341108296252,BUY
2008-03-26,MSFT,,930.8226970812324,
2011-09-12,MSFT,50,1169.6754410803278,
2011-01-28,GOOGL,25,144.98569050777004,SELL
2003-08-04,MSFT,10,1133.6586330898024,BUY
2024-07-10,GOOGL,50,186.97707567858555,BUY
2020-03-16,AAPL,,539.5856611230623,BUY
2020-08-18,GOOGL,100,770.3708765006643,SELL
2011-06-20,GOOGL,,930.8226970812324,BUY
2004-01-14,GOOGL,10,214.16244799432383,
2014-05-05,GOOGL,25,1287.615078660282,SELL
2015-06-17,GOOGL,50,333.99689090145625,
2002-03-14,MSFT,50,160.29830748547027,
2009-02-09,AAPL,100,599.1634444466727,BUY
2024-09-13,MSFT,25,214.16244799432383,BUY
2007-04-05,GOOGL,50,469.4900503871553,BUY
2020-08-10,GOOGL,50,333.96179497891234,SELL
2020-09-25,GOOGL,50,931.8194496740127,
2010-03-08,GOOGL,100,931.1743046274764,
2009-10-30,MSFT,10,905.4261586463604,SELL
2018-01-03,MSFT,100,970.3834283425882,
2014-02-21,MSFT,-10,1471.5373890775506,
2021-10-07,MSFT,100,1075.564040749409,BUY
2002-06-11,MSFT,,481.28184038163363,BUY
2012-07-19,MSFT,50,143.06390607550202,BUY
2012-06-15,AAPL,-10,1427.0833933513243,BUY
2013-08-16,MSFT,10,,BUY
2017-02-09,GOOGL,,1276.1570605957027,
2014-10-14,GOOGL,50,599.1634444466727,SELL
2008-03-26,GOOGL,-10,435.9958273632371,
2008-11-19,MSFT,50,214.16244799432383,SELL
2020-03-03,MSFT,100,1342.6989918266363,
2009-12-31,AAPL,25,847.886192667285,SELL
2001-01-25,GOOGL,,1169.6754410803278,BUY
2016-03-09,GOOGL,-10,722.6341108296252,SELL
2019-09-10,AAPL,100,1291.844776074836,
2005-04-25,GOOGL,-10,1299.0543122967472,
2001-02-20,GOOGL,,186.97707567858555,SELL
2015-10-30,AAPL,50,905.4261586463604,SELL
2012-01-19,AAPL,100,1148.487264612295,SELL
2008-08-14,GOOGL,10,316.07493851827894,SELL
2016-02-12,AAPL,-10,481.28184038163363,
2005-07-26,AAPL,-10,970.3834283425882,BUY
2007-04-27,MSFT,50,435.9958273632371,BUY
2019-10-16,MSFT,-10,231.3402849466228,BUY
2019-06-10,AAPL,,881.6425318973613,SELL
2006-05-15,MSFT,10,847.886192667285,SELL
2011-03-25,GOOGL,,722.6341108296252,SELL
2010-07-21,GOOGL,50,931.1743046274764,SELL
2010-03-09,GOOGL,10,1090.8937059872794,
2003-09-30,MSFT,-10,214.16244799432383,SELL
2001-03-13,GOOGL,50,1423.7979660389822,
2016-07-05,MSFT,50,144.98569050777004,
2024-08-02,AAPL,100,1370.5049912098395,SELL
2011-06-30,AAPL,50,1169.6754410803278,BUY
2019-04-29,AAPL,25,316.07493851827894,
2021-04-19,MSFT,10,824.1571029472392,BUY
2002-02-13,MSFT,50,1050.7694626054117,BUY
2010-06-09,GOOGL,25,783.4707780217186,
2008-11-20,MSFT,10,160.29830748547027,
2018-01-30,AAPL,50,123.02245972476891,
2003-09-03,GOOGL,100,1287.615078660282,SELL
2012-05-30,AAPL,10,,SELL
2020-06-02,AAPL,50,469.4900503871553,BUY
2012-08-21,AAPL,-10,539.5856611230623,
2004-02-11,GOOGL,10,316.07493851827894,SELL
2008-09-12,MSFT,100,675.6923181782481,BUY
2024-12-25,GOOGL,10,1418.1099559483628,
2002-11-20,GOOGL,-10,770.3708765006643,
2020-02-19,AAPL,25,333.99689090145625,
2017-07-19,AAPL,,1471.5373890775506,
2021-04-19,GOOGL,100,991.9630669125175,BUY
2024-10-03,AAPL,10,1113.309506043852,SELL
2010-12-27,MSFT,10,1370.5049912098395,BUY
2012-01-30,MSFT,25,683.2019299875964,SELL
2002-12-03,MSFT,10,735.8066231758892,
2019-11-11,MSFT,-10,1299.0543122967472,BUY
2024-09-12,GOOGL,10,599.1634444466727,BUY
2020-02-12,AAPL,-10,824.1571029472392,BUY
2002-08-30,MSFT,-10,134.508137471393,SELL
2002-05-13,AAPL,25,1427.0833933513243,
2007-03-12,AAPL,50,123.02245972476891,
2005-09-21,GOOGL,,1075.564040749409,
2006-01-03,GOOGL,25,237.3399083632746,SELL
2011-06-06,MSFT,25,804.5966122789695,
2022-02-01,MSFT,25,144.98569050777004,BUY
2019-05-28,AAPL,50,1075.564040749409,
2019-06-25,GOOGL,,1148.487264612295,BUY
2016-08-05,GOOGL,,881.6425318973613,SELL
2021-09-08,AAPL,10,593.6157877532188,BUY
2001-04-10,GOOGL,25,96.5891278330169,SELL
2004-01-09,AAPL,50,144.98569050777004,BUY
2003-02-11,AAPL,-10,1237.63155540647,SELL
2017-01-27,GOOGL,50,144.98569050777004,SELL
2000-09-08,GOOGL,50,186.97707567858555,SELL
2007-03-22,MSFT,25,123.02245972476891,BUY
2000-02-02,AAPL,100,160.29830748547027,BUY
2014-12-30,GOOGL,100,1113.309506043852,BUY
2000-02-15,MSFT,-10,1148.487264612295,SELL
2019-01-30,AAPL,25,539.5856611230623,BUY
2008-03-12,MSFT,-10,422.99872929682306,SELL
2023-07-10,MSFT,10,881.6425318973613,
2012-04-20,AAPL,-10,930.8226970812324,BUY
2016-04-29,MSFT,10,905.4261586463604,SELL
2006-08-17,MSFT,-10,214.16244799432383,
2000-08-09,AAPL,10,950.2313129859263,BUY
2003-12-31,AAPL,50,860.7288311536284,BUY
2021-10-22,GOOGL,50,435.9958273632371,
2005-03-09,MSFT,,1370.5049912098395,BUY
2005-11-25,AAPL,50,847.886192667285,
2005-03-04,AAPL,50,481.28184038163363,SELL
2018-04-17,AAPL,50,404.98695590343385,BUY
2024-04-30,MSFT,10,1096.719753225942,SELL
2016-02-22,GOOGL,100,931.1743046274764,SELL
2005-10-07,AAPL,10,770.3708765006643,SELL
2001-07-12,GOOGL,,158.6575391318102,SELL
2000-06-22,GOOGL,25,134.508137471393,SELL
2017-09-13,GOOGL,25,847.886192667285,SELL
2020-08-20,GOOGL,,1299.0543122967472,SELL
2015-02-13,GOOGL,50,770.3708765006643,
2016-10-21,AAPL,10,1418.1099559483628,SELL
2012-11-08,MSFT,-10,1276.1570605957027,SELL
2017-02-02,MSFT,100,804.5966122789695,BUY
2006-03-16,AAPL,,970.3834283425882,SELL
2006-04-05,GOOGL,-10,186.97707567858555,BUY
2014-08-06,AAPL,10,930.8226970812324,
2013-03-07,MSFT,10,970.3834283425882,BUY
2022-04-12,GOOGL,-10,1096.719753225942,SELL
2006-11-21,MSFT,10,931.8194496740127,SELL
2002-08-07,AAPL,10,123.02245972476891,
2006-03-09,MSFT,10,126.19736282569397,SELL
2024-08-27,AAPL,-10,1273.618802745644,BUY
2013-09-30,MSFT,25,881.6425318973613,BUY
2023-04-24,AAPL,50,469.4900503871553,SELL
2017-10-27,MSFT,,469.4900503871553,BUY
2014-04-02,AAPL,50,300.12349934559495,
2004-09-07,AAPL,50,1370.5049912098395,
2007-02-06,MSFT,50,158.6575391318102,SELL
2002-03-11,MSFT,-10,333.99689090145625,SELL
2014-11-27,GOOGL,,,
2022-09-08,AAPL,50,1133.6586330898024,
2017-03-06,MSFT,10,453.1778172311366,SELL
2009-02-17,AAPL,50,847.2522611561685,SELL
2020-02-19,MSFT,100,931.1743046274764,BUY
2003-04-16,AAPL,-10,593.6157877532188,SELL
2006-01-04,GOOGL,100,950.2313129859263,BUY
2016-11-25,GOOGL,10,143.06390607550202,SELL
2010-02-17,MSFT,100,296.1332229764703,
2017-04-03,AAPL,100,804.5966122789695,SELL
2004-11-11,AAPL,25,1441.118817521367,
2010-10-20,GOOGL,50,1090.8937059872794,
2013-08-15,AAPL,10,134.508137471393,SELL
2001-06-21,AAPL,-10,1038.1476580225105,SELL
2009-06-02,MSFT,25,469.4900503871553,SELL
2006-10-24,GOOGL,10,214.16244799432383,SELL
2023-12-13,AAPL,25,1050.7694626054117,
2003-12-30,GOOGL,-10,126.19736282569397,SELL
2012-04-17,GOOGL,10,1370.5049912098395,BUY
2004-12-08,AAPL,10,1405.5392431869848,
2020-11-26,AAPL,100,404.98695590343385,BUY
2002-05-24,AAPL,,1418.1099559483628,SELL
2008-08-22,MSFT,100,469.4900503871553,
2004-12-22,GOOGL,25,930.8226970812324,SELL
2009-09-08,GOOGL,50,1038.1476580225105,BUY
2022-08-05,AAPL,50,668.0647738535729,BUY
2010-06-15,AAPL,25,1405.5392431869848,
2010-09-27,MSFT,100,186.97707567858555,
2008-10-22,AAPL,50,1370.5049912098395,SELL
2023-12-20,GOOGL,100,186.97707567858555,SELL
2024-07-08,GOOGL,,1291.844776074836,BUY
2014-02-12,MSFT,25,950.2313129859263,SELL
2001-04-02,GOOGL,100,1370.5049912098395,
2023-06-08,GOOGL,10,1169.6754410803278,SELL
2021-04-20,AAPL,50,783.4707780217186,
2010-01-04,AAPL,10,453.1778172311366,BUY
2005-07-15,MSFT,50,228.36887709204802,BUY
2010-10-25,AAPL,25,134.508137471393,BUY
2024-10-16,GOOGL,25,448.48422167034516,
2010-03-01,AAPL,100,1287.615078660282,BUY
2002-04-02,GOOGL,25,783.4707780217186,
2023-05-08,GOOGL,25,881.6425318973613,BUY
2018-03-27,GOOGL,25,1441.118817521367,
2017-04-20,MSFT,-10,1038.1476580225105,BUY
2002-03-19,GOOGL,-10,931.1743046274764,SELL
2020-08-19,AAPL,-10,228.36887709204802,
2018-07-11,GOOGL,10,824.1571029472392,SELL
2007-06-07,AAPL,10,1405.5392431869848,BUY
2021-11-30,AAPL,25,1075.564040749409,
2008-02-21,GOOGL,50,607.8358483226,BUY
2019-04-11,MSFT,25,689.9943531209287,SELL
2024-08-20,GOOGL,50,237.3399083632746,
2005-08-17,MSFT,-10,,SELL
2015-09-01,MSFT,100,1090.8937059872794,BUY
2015-11-02,MSFT,,974.2747358037313,BUY
2008-09-11,MSFT,10,1113.309506043852,
2005-06-09,AAPL,10,1427.0833933513243,SELL
2007-12-11,GOOGL,100,231.3402849466228,
2001-03-08,MSFT,-10,469.4900503871553,SELL
2001-10-18,AAPL,-10,1075.564040749409,
2020-03-19,AAPL,100,804.5966122789695,BUY
2001-10-12,GOOGL,50,1291.844776074836,BUY
2008-01-31,MSFT,10,1090.8937059872794,SELL
2018-08-29,AAPL,,231.3402849466228,SELL
2015-03-02,MSFT,25,448.48422167034516,SELL
2002-09-16,AAPL,-10,453.1778172311366,
2008-03-19,MSFT,25,804.5966122789695,
2009-07-22,AAPL,,481.28184038163363,SELL
2002-11-06,GOOGL,25,300.12349934559495,SELL
2003-09-03,GOOGL,10,,SELL
2024-11-06,AAPL,,668.0647738535729,SELL
2014-01-15,GOOGL,50,1441.118817521367,BUY
2024-10-11,GOOGL,100,1090.8937059872794,SELL
2021-06-22,AAPL,50,1237.63155540647,BUY
2016-06-28,GOOGL,10,1237.63155540647,SELL
2023-08-17,GOOGL,100,96.5891278330169,BUY
2017-04-27,MSFT,100,1075.564040749409,SELL
2023-05-05,MSFT,10,881.6425318973613,
2001-06-19,MSFT,-10,599.1634444466727,
2004-07-29,GOOGL,25,1050.7694626054117,SELL
2010-08-26,AAPL,10,1291.844776074836,
2017-06-15,MSFT,-10,173.2066279332344,BUY
2000-07-17,MSFT,50,1299.0543122967472,
2023-02-06,MSFT,,770.3708765006643,BUY
2005-12-20,GOOGL,,683.2019299875964,
2005-09-08,GOOGL,10,333.99689090145625,SELL
2014-02-12,GOOGL,25,931.8194496740127,BUY
2010-07-19,AAPL,50,599.1634444466727,
2008-08-26,AAPL,,1276.064015004278,
2004-04-14,GOOGL,10,1276.064015004278,BUY
2014-03-07,AAPL,10,1405.5392431869848,SELL
2023-01-24,GOOGL,25,1090.8937059872794,SELL
2005-03-22,GOOGL,25,1471.5373890775506,SELL
2011-08-08,MSFT,50,1276.1570605957027,SELL
2020-01-30,AAPL,25,689.9943531209287,BUY
2003-07-07,MSFT,-10,144.98569050777004,
2009-04-01,MSFT,-10,435.9958273632371,
2023-04-19,GOOGL,25,668.0647738535729,
2021-06-22,AAPL,25,126.19736282569397,
2018-07-18,MSFT,25,1050.7694626054117,BUY
2005-04-25,MSFT,100,1038.1476580225105,SELL
2013-07-12,AAPL,50,689.9943531209287,
2006-08-31,MSFT,25,126.19736282569397,BUY
2016-08-15,MSFT,100,243.57707337832,BUY
2004-08-13,MSFT,25,1287.615078660282,SELL
2008-10-20,AAPL,10,481.28184038163363,
2002-07-29,AAPL,-10,238.14098392124959,
2008-11-21,GOOGL,25,206.12801048063818,SELL
2011-11-11,MSFT,-10,126.19736282569397,BUY
2024-10-30,AAPL,-10,1418.1099559483628,BUY
2005-06-30,AAPL,,991.9630669125175,SELL
2021-08-24,GOOGL,25,160.29830748547027,
2022-07-22,GOOGL,100,683.2019299875964,BUY
2001-03-01,AAPL,50,881.6425318973613,BUY
2024-03-28,AAPL,25,1370.5049912098395,SELL
2000-12-26,MSFT,-10,905.4261586463604,
2013-07-29,AAPL,50,316.07493851827894,BUY
2007-12-20,GOOGL,-10,950.2313129859263,SELL
2011-07-27,GOOGL,,,BUY
2023-10-13,GOOGL,10,404.98695590343385,
2012-02-17,GOOGL,10,683.2019299875964,
2000-02-03,MSFT,100,970.3834283425882,BUY
2003-03-07,AAPL,,991.9630669125175,BUY
2010-11-15,MSFT,25,1299.0543122967472,BUY
2004-10-12,MSFT,-10,1291.844776074836,SELL
2019-11-14,MSFT,50,448.48422167034516,
2013-11-07,MSFT,,1169.6754410803278,BUY
2012-04-23,GOOGL,10,881.6425318973613,BUY
2007-03-02,MSFT,100,1169.6754410803278,
2021-03-02,MSFT,100,804.5966122789695,BUY
2017-12-01,AAPL,-10,599.1634444466727,BUY
2018-08-23,MSFT,100,296.1332229764703,SELL
2022-11-22,GOOGL,10,237.3399083632746,
2015-09-25,MSFT,50,1342.6989918266363,SELL
2015-06-25,GOOGL,-10,435.9958273632371,SELL
2000-11-21,GOOGL,50,469.4900503871553,SELL
2020-05-27,AAPL,,453.1778172311366,
2020-09-28,AAPL,50,231.3402849466228,SELL
2018-01-18,AAPL,10,722.6341108296252,SELL
2014-05-30,GOOGL,,481.28184038163363,SELL
2005-01-27,MSFT,50,469.4900503871553,
2003-01-10,MSFT,10,214.16244799432383,SELL
2015-12-16,AAPL,50,668.0647738535729,SELL
2019-03-15,MSFT,100,1427.0833933513243,
2016-12-15,MSFT,25,228.36887709204802,
2016-12-27,MSFT,25,1237.63155540647,BUY
2022-08-09,MSFT,50,243.57707337832,
2016-01-13,GOOGL,-10,1113.309506043852,
2009-01-28,MSFT,25,1405.5392431869848,SELL
2010-02-01,GOOGL,,668.0647738535729,BUY
2023-05-03,AAPL,100,422.99872929682306,SELL
2008-02-07,MSFT,100,300.12349934559495,BUY
2020-02-20,AAPL,-10,722.6341108296252,BUY
2001-12-31,GOOGL,25,735.8066231758892,
2014-03-26,MSFT,25,950.2313129859263,SELL
2015-06-19,MSFT,-10,214.16244799432383,
2006-05-08,MSFT,10,1237.63155540647,SELL
2011-09-27,GOOGL,,1050.7694626054117,SELL
2008-09-05,AAPL,100,316.07493851827894,SELL
2004-09-27,GOOGL,10,126.19736282569397,BUY
2006-07-21,GOOGL,100,160.29830748547027,
2019-02-08,MSFT,10,1342.6989918266363,SELL
2002-07-26,MSFT,10,931.8194496740127,SELL
2003-05-14,GOOGL,25,435.9958273632371,
2022-05-19,AAPL,-10,1423.7979660389822,BUY
2001-06-21,AAPL,100,1090.8937059872794,BUY
2012-07-24,AAPL,,404.98695590343385,
2020-04-02,AAPL,10,1050.7694626054117,
2004-11-01,GOOGL,10,158.6575391318102,BUY
2015-05-29,MSFT,10,1075.564040749409,BUY
2024-02-05,GOOGL,50,847.886192667285,SELL
2002-10-07,MSFT,-10,1273.618802745644,BUY
2024-11-21,GOOGL,10,1113.309506043852,BUY
2012-04-30,MSFT,10,481.28184038163363,BUY
2020-10-01,AAPL,,931.8194496740127,SELL
2021-04-29,MSFT,10,296.1332229764703,BUY
2001-10-11,MSFT,-10,1148.487264612295,
2013-08-29,AAPL,10,231.3402849466228,SELL
2016-10-19,AAPL,100,607.8358483226,BUY
2016-06-09,AAPL,10,607.8358483226,
2017-08-03,AAPL,10,134.508137471393,SELL
2008-07-22,GOOGL,-10,333.96179497891234,SELL
2012-02-17,MSFT,,134.508137471393,BUY
2010-11-26,GOOGL,100,1299.0543122967472,SELL
2000-10-16,AAPL,10,300.12349934559495,
2007-10-23,AAPL,10,333.99689090145625,BUY
2010-06-08,MSFT,25,1273.618802745644,SELL
2017-10-13,AAPL,10,134.508137471393,BUY
2018-03-05,AAPL,50,1441.118817521367,BUY
2003-10-08,GOOGL,50,847.2522611561685,SELL
2011-01-10,GOOGL,100,448.48422167034516,
2014-05-20,GOOGL,100,991.9630669125175,BUY
2005-01-13,GOOGL,10,1370.5049912098395,BUY
2008-01-08,AAPL,25,243.57707337832,SELL
